ID,HashTags,TweetText,Output,mentions_other,URLs,User
951,RoeVWade,"The Supreme Court said in #RoeVWade that every American woman's right to privacy—their right to choose—is ""fundamental."" It is a civil right.

Taking away that freedom—as the #AlabamaAbortionBan does—is not only illegal, it is an attempt to drag us backwards. #WeWontGoBack","The Supreme Court said in #RoeVWade that every American woman's right to privacy—their right to choose—is ""fundamental."" It is a civil right.

Taking away that freedom—as the #AlabamaAbortionBan does—is not only illegal, it is an attempt to drag us backwards. #WeWontGoBack","Supreme Court,American;;;",,brokewriterchic
952,"HB314, RoeVWade, AbortionIsHealthcare","Make no mistake, Alabama's #HB314 is a direct attack on #RoeVWade. #AbortionIsHealthcare and we must all fight to #StopTheBans! ","Make no mistake, Alabama's #HB314 is a direct attack on #RoeVWade. #AbortionIsHealthcare and we must all fight to #StopTheBans! ",Alabama;,,SIECUS
953,,"Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama,GOP;",,prbybern
954,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,Picassolady1
955,,"Basic health care includes safe, legal Abortion. Alabama’s backdoor Abortion ban is an unconstitutional attack on women—an attack happening all across America. Let’s be very clear: We’re going to fight this ban and defend #RoeVWade. And we’ll win. ","Basic health care includes safe, legal Abortion. Alabama’s backdoor Abortion ban is an unconstitutional attack on women—an attack happening all across America. Let’s be very clear: We’re going to fight this ban and defend #RoeVWade. And we’ll win. ","Abortion;Alabama,Abortion",,SolarSurvival
956,,"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ","Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ",uterus;;;;,,ZakiyaShani
957,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,AlexisA81337815
958,,27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),27 white males just decided what Alabama women can and can’t do with their own bodies and lives.  *(Males cause 100% of unwanted pregnancies),Alabama;,,juliaparke
959,,"Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama,GOP;",,csprofessorhank
960,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,231webdev
961,,"Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right, &amp; above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ","Alabama reaches a new, deeply unconstitutional low. Abortion is not a crime, it is a medical procedure, a constitutional right, &amp; above all else, a choice for women to make without government interference. We’ll never stop fighting for women to have control over their own bodies. ",Alabama;Abortion,,Princes58467933
962,RoeVWade,"The Supreme Court said in #RoeVWade that every American woman's right to privacy—their right to choose—is ""fundamental."" It is a civil right.

Taking away that freedom—as the #AlabamaAbortionBan does—is not only illegal, it is an attempt to drag us backwards. #WeWontGoBack","The Supreme Court said in #RoeVWade that every American woman's right to privacy—their right to choose—is ""fundamental."" It is a civil right.

Taking away that freedom—as the #AlabamaAbortionBan does—is not only illegal, it is an attempt to drag us backwards. #WeWontGoBack","Supreme Court,American;;;",,rachelspizza
963,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,tootiew56
964,"alabamaabortionlaw, RoeVWade",Alabama’s Abortion Ban Is A Dark Day for Women  #alabamaabortionlaw #RoeVWade,Alabama’s Abortion Ban Is A Dark Day for Women  #alabamaabortionlaw #RoeVWade,"Alabama,Abortion",https://trib.al/lFYO0e4,BekahRothwell
965,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,chuck2057
966,,"Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama rapists thank the state GOP for finally giving every one of them the option to pick the mother of their next child.   
#RoevWade","Alabama,GOP;",,ConnieTMoneta
967,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,bancroft_m
968,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,tankart150
969,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan","Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party,,g_rathert
970,,"Rape, incest, and a threat to the life of the mother account for less than 1% of abortions annually. ","Rape, incest, and a threat to the life of the mother account for less than 1% of abortions annually. ",,,Raider_Los
971,maga,"Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion isn't just legal in Israel, it's free.
So all the anti-abortion #maga  ppl praising Alabama &amp; trying to kill #RoeVWade will probably start demanding we end all US aid to Israel, am I right?","Abortion,Israel;Alabama,US,Israel",,LemLemanski
972,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,,sweetandsourcy
973,,"Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ","Doctor with a uterus, here. Since when has an all-female panel voted on men’s access to erectile dysfunction meds⁉️

Since NEVER.🙄

The same should go for an all-male panel voting on women’s reproductive rights‼️

#RoeVWade ",uterus;;;;,,Mkhristina
974,"AlabamaAbortionBan, AlabamaSenate","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","To all of the Trump supporters defending the #AlabamaAbortionBan that just passed in the #AlabamaSenate, please recall Donald Trump in 1999 said ""I'm very pro-choice.""  He's a conman, trying to overturn #RoeVWade just for votes. ","Trump,Donald Trump;",,PeterStechow
975,RoeVWade,"Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan","Maybe if we called school shootings ""post-birth abortions"" the Republican Party would give a damn about them. #RoeVWade #AlabamaAbortionBan",Republican Party,,lexlex212
976,RoeVWade,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Reminder: 73% of Americans don’t want to see #RoeVWade overturned.,Americans,,NadN_10
977,,"He's like teenagers... if they are talking they are lying.  Everything he says, he does the opposite.  
STOP FALLING FOR HIS BS","He's like teenagers... if they are talking they are lying.  Everything he says, he does the opposite.  
STOP FALLING FOR HIS BS",;;,https://twitter.com/i/web/status/1128734018210619394,Alichatcat
978,RoeVWade,Friendly reminder today when we are thinking of the abhorrent developments in Alabama. #RoeVWade,Friendly reminder today when we are thinking of the abhorrent developments in Alabama. #RoeVWade,,,nastyrat29
